ts,open,high,low,close,vol_5m,vol_usdt_5m,buy_vol,sell_vol,ratio,price_change,price_change_pct,net_taker,total_taker,buy_sell_ratio,vol_taker_ratio,taker_dominance,buy_sell_imbalance
2026-01-06 03:30:00,3221.63,3225.0,3218.54,3224.25,5944.491,19157772.556810003,3161.055,2783.436,1.1357,2.619999999999891,0.0813,377.6189999999997,5944.491,1.1357,1.0,1.0,0.0635
2026-01-06 03:35:00,3224.25,3225.0,3214.55,3214.89,9180.565999999999,29561248.31266,3856.034,5324.532,0.7242,-9.360000000000127,-0.2903,-1468.498,9180.566,0.7242,1.0,1.0,-0.16
2026-01-06 03:40:00,3214.89,3219.07,3212.95,3218.02,9005.17,28953434.5542,4030.277,4974.893,0.8101,3.130000000000109,0.0974,-944.616,9005.17,0.8101,1.0,1.0,-0.1049
2026-01-06 03:45:00,3218.02,3219.07,3215.01,3218.57,3413.768,10982588.50559,1124.527,2289.241,0.4912,0.5500000000001819,0.0171,-1164.714,3413.768,0.4912,1.0,1.0,-0.3412
2026-01-06 03:50:00,3218.56,3218.57,3213.28,3216.42,8141.548000000001,26180315.362940002,5269.042,2872.506,1.8343,-2.1399999999998727,-0.0665,2396.5360000000005,8141.548000000001,1.8343,1.0,1.0,0.2944
2026-01-06 03:55:00,3216.41,3223.36,3216.2,3221.59,4706.383,15154400.58998,2535.09,2171.293,1.1675,5.180000000000291,0.161,363.797,4706.383,1.1675,1.0,1.0,0.0773
2026-01-06 04:00:00,3221.58,3245.52,3218.31,3236.25,77950.692,252348248.24431,58759.759,19190.933,3.0619,14.670000000000073,0.4554,39568.826,77950.692,3.0619,1.0,1.0,0.5076
2026-01-06 04:05:00,3236.26,3239.03,3233.33,3233.74,18740.498,60648680.36011,9124.608,9615.89,0.9489,-2.5200000000004366,-0.0779,-491.28199999999924,18740.498,0.9489,1.0,1.0,-0.0262
2026-01-06 04:10:00,3233.73,3237.11,3229.46,3236.0,11932.638,38578644.258829996,4704.518,7228.12,0.6509,2.269999999999982,0.0702,-2523.602,11932.637999999999,0.6509,1.0,1.0,-0.2115
2026-01-06 04:15:00,3235.99,3241.62,3232.01,3234.62,11631.214,37653671.54867,6287.199,5344.015,1.1765,-1.3699999999998909,-0.0423,943.1839999999993,11631.214,1.1765,1.0,1.0,0.0811
2026-01-06 04:20:00,3234.62,3237.3,3230.0,3236.74,5393.705,17439773.68276,2732.192,2661.513,1.0266,2.119999999999891,0.0655,70.67900000000009,5393.705,1.0266,1.0,1.0,0.0131
2026-01-06 04:25:00,3236.75,3265.0,3236.74,3259.63,82949.704,269659661.27944,54148.827,28800.877,1.8801,22.88000000000011,0.7069,25347.949999999997,82949.704,1.8801,1.0,1.0,0.3056
2026-01-06 04:30:00,3259.63,3259.63,3241.11,3244.8,31604.17,102675026.21963,14608.347,16995.823,0.8595,-14.829999999999927,-0.455,-2387.4760000000006,31604.17,0.8595,1.0,1.0,-0.0755
2026-01-06 04:35:00,3244.8,3250.0,3240.0,3250.0,14441.348,46865377.95436,9393.0,5048.348,1.8606,5.199999999999818,0.1603,4344.652,14441.348,1.8606,1.0,1.0,0.3008
2026-01-06 04:40:00,3250.0,3250.7,3237.28,3242.27,20208.951999999997,65520606.38821,10525.302,9683.65,1.0869,-7.730000000000018,-0.2378,841.652,20208.951999999997,1.0869,1.0,1.0,0.0416
2026-01-06 04:45:00,3242.27,3246.5,3239.41,3243.0,13504.586,43793406.66195,3885.43,9619.156,0.4039,0.7300000000000182,0.0225,-5733.726000000001,13504.586000000001,0.4039,1.0,1.0,-0.4246
2026-01-06 04:50:00,3243.05,3244.38,3237.45,3237.45,9785.645999999999,31716879.84492,5063.737,4721.909,1.0724,-5.600000000000364,-0.1727,341.82800000000043,9785.646,1.0724,1.0,1.0,0.0349
2026-01-06 04:55:00,3237.45,3240.74,3232.25,3240.45,16027.670999999998,51871966.16633,8641.687,7385.984,1.17,3.0,0.0927,1255.7029999999995,16027.671,1.17,1.0,1.0,0.0783
2026-01-06 05:00:00,3240.46,3247.23,3239.17,3244.14,8319.941,26987796.54409,4395.628,3924.313,1.1201,3.6799999999998363,0.1136,471.3149999999996,8319.940999999999,1.1201,1.0,1.0,0.0566
2026-01-06 05:05:00,3244.13,3244.86,3234.64,3235.99,10620.325,34404801.13505,3328.671,7291.654,0.4565,-8.140000000000327,-0.2509,-3962.9830000000006,10620.325,0.4565,1.0,1.0,-0.3732
2026-01-06 05:10:00,3235.99,3238.1,3234.15,3235.34,7369.6990000000005,23849724.49842,4869.279,2500.42,1.9474,-0.6499999999996362,-0.0201,2368.8590000000004,7369.6990000000005,1.9474,1.0,1.0,0.3214
2026-01-06 05:15:00,3235.34,3242.61,3233.23,3239.01,7012.479,22698570.92854,2857.312,4155.167,0.6877,3.6700000000000728,0.1134,-1297.8550000000005,7012.479,0.6877,1.0,1.0,-0.1851
2026-01-06 05:20:00,3239.01,3243.65,3237.0,3238.86,4752.859,15402177.92768,1799.404,2953.455,0.6093,-0.15000000000009095,-0.0046,-1154.051,4752.859,0.6093,1.0,1.0,-0.2428
2026-01-06 05:25:00,3238.85,3240.0,3231.49,3231.49,3431.233,11100245.83781,1365.985,2065.248,0.6614,-7.360000000000127,-0.2272,-699.2630000000001,3431.233,0.6614,1.0,1.0,-0.2038
2026-01-06 05:30:00,3231.49,3236.36,3230.02,3233.78,3864.418,12495498.298010001,1829.214,2035.204,0.8988,2.2900000000004184,0.0709,-205.99,3864.4179999999997,0.8988,1.0,1.0,-0.0533
2026-01-06 05:35:00,3233.78,3240.34,3232.72,3238.54,4755.9400000000005,15390451.15202,3623.432,1132.508,3.1995,4.7599999999997635,0.1472,2490.924,4755.94,3.1995,1.0,1.0,0.5238
2026-01-06 05:40:00,3238.54,3241.13,3238.53,3239.1,2725.822,8832106.43101,1504.262,1221.56,1.2314,0.5599999999999454,0.0173,282.702,2725.822,1.2314,1.0,1.0,0.1037
2026-01-06 05:45:00,3239.1,3243.26,3238.32,3243.26,4300.167,13932218.79218,2812.718,1487.449,1.891,4.160000000000309,0.1284,1325.2689999999998,4300.1669999999995,1.891,1.0,1.0,0.3082
2026-01-06 05:50:00,3243.26,3243.27,3239.25,3240.13,5475.457,17749437.86184,1174.82,4300.637,0.2732,-3.130000000000109,-0.0965,-3125.817,5475.456999999999,0.2732,1.0,1.0,-0.5709
2026-01-06 05:55:00,3240.13,3240.14,3235.32,3236.89,6502.853,21045390.24647,1540.347,4962.506,0.3104,-3.2400000000002365,-0.1,-3422.1590000000006,6502.853,0.3104,1.0,1.0,-0.5263
2026-01-06 06:00:00,3236.9,3237.5,3233.42,3234.16,4431.645,14336169.90271,1261.474,3170.171,0.3979,-2.7400000000002365,-0.0846,-1908.697,4431.6449999999995,0.3979,1.0,1.0,-0.4307
2026-01-06 06:05:00,3234.16,3237.17,3233.62,3235.62,2591.444,8383875.44609,1675.196,916.248,1.8283,1.4600000000000364,0.0451,758.9479999999999,2591.444,1.8283,1.0,1.0,0.2929
2026-01-06 06:10:00,3235.62,3237.0,3233.33,3236.1,5061.6320000000005,16377590.19064,1843.183,3218.449,0.5727,0.4800000000000182,0.0148,-1375.266,5061.632,0.5727,1.0,1.0,-0.2717
2026-01-06 06:15:00,3236.1,3241.77,3235.82,3241.1,4417.131,14309404.1073,2990.852,1426.279,2.097,5.0,0.1545,1564.5729999999999,4417.130999999999,2.097,1.0,1.0,0.3542
2026-01-06 06:20:00,3241.1,3246.92,3241.03,3244.54,6117.827,19844567.59364,4417.61,1700.217,2.5983,3.4400000000000546,0.1061,2717.3929999999996,6117.826999999999,2.5983,1.0,1.0,0.4442
2026-01-06 06:25:00,3244.54,3244.8,3240.0,3240.0,2760.174,8949612.62463,1259.619,1500.555,0.8394,-4.539999999999964,-0.1399,-240.93600000000015,2760.174,0.8394,1.0,1.0,-0.0873
2026-01-06 06:30:00,3240.01,3241.3,3239.0,3240.59,4096.374,13272903.409429999,1096.911,2999.463,0.3657,0.5799999999999272,0.0179,-1902.5520000000001,4096.374,0.3657,1.0,1.0,-0.4644
2026-01-06 06:35:00,3240.6,3246.0,3240.59,3245.99,1954.278,6339884.0847,1128.73,825.548,1.3672,5.389999999999873,0.1663,303.182,1954.278,1.3672,1.0,1.0,0.1551
2026-01-06 06:40:00,3245.99,3248.0,3242.23,3243.82,3536.81,11478685.5628,1374.349,2162.461,0.6355,-2.169999999999618,-0.0669,-788.1119999999999,3536.8099999999995,0.6355,1.0,1.0,-0.2228
2026-01-06 06:45:00,3243.81,3244.47,3240.72,3240.75,1370.673,4444273.09282,391.204,979.469,0.3994,-3.0599999999999454,-0.0943,-588.2650000000001,1370.673,0.3994,1.0,1.0,-0.4292
2026-01-06 06:50:00,3240.74,3241.47,3228.33,3237.8,13408.396999999999,43364618.37402,3723.293,9685.104,0.3844,-2.9399999999996,-0.0907,-5961.811,13408.396999999999,0.3844,1.0,1.0,-0.4446
2026-01-06 06:55:00,3237.8,3240.33,3235.93,3238.83,3653.159,11829799.67168,1845.415,1807.744,1.0208,1.0299999999997453,0.0318,37.67100000000005,3653.1589999999997,1.0208,1.0,1.0,0.0103
2026-01-06 07:00:00,3238.83,3240.18,3232.0,3233.34,5800.393,18763066.65051,1702.946,4097.447,0.4156,-5.489999999999782,-0.1695,-2394.501,5800.393,0.4156,1.0,1.0,-0.4128
2026-01-06 07:05:00,3233.34,3235.0,3231.9,3234.65,2906.8849999999998,9399413.56445,1494.257,1412.628,1.0578,1.3099999999999454,0.0405,81.62900000000013,2906.885,1.0578,1.0,1.0,0.0281
2026-01-06 07:10:00,3234.65,3235.31,3230.68,3231.74,2869.242,9274805.86547,1039.169,1830.073,0.5678,-2.9100000000003092,-0.09,-790.904,2869.242,0.5678,1.0,1.0,-0.2756
2026-01-06 07:15:00,3231.73,3236.44,3226.14,3228.8,11071.395,35763385.3542,5495.559,5575.836,0.9856,-2.9299999999998363,-0.0907,-80.27700000000004,11071.395,0.9856,1.0,1.0,-0.0073
2026-01-06 07:20:00,3228.8,3231.54,3228.0,3230.3,5294.073,17098331.44769,2853.139,2440.934,1.1689,1.5,0.0465,412.2049999999999,5294.073,1.1689,1.0,1.0,0.0779
2026-01-06 07:25:00,3230.3,3230.56,3228.26,3230.13,2633.154,8503757.57753,1066.304,1566.85,0.6805,-0.17000000000007276,-0.0053,-500.5459999999998,2633.154,0.6805,1.0,1.0,-0.1901
2026-01-06 07:30:00,3230.14,3231.4,3226.68,3229.76,4710.968,15213376.31815,1198.002,3512.966,0.341,-0.3799999999996544,-0.0118,-2314.964,4710.968,0.341,1.0,1.0,-0.4914
2026-01-06 07:35:00,3229.75,3229.76,3223.67,3226.0,16172.201000000001,52160957.29042,5315.616,10856.585,0.4896,-3.75,-0.1161,-5540.968999999999,16172.201,0.4896,1.0,1.0,-0.3426
2026-01-06 07:40:00,3226.0,3233.52,3225.99,3229.55,6923.956,22368483.20324,3897.593,3026.363,1.2879,3.550000000000182,0.11,871.23,6923.956,1.2879,1.0,1.0,0.1258
2026-01-06 07:45:00,3229.55,3230.5,3226.26,3230.5,2659.322,8583894.59302,1605.654,1053.668,1.5239,0.9499999999998181,0.0294,551.9860000000001,2659.322,1.5239,1.0,1.0,0.2076
2026-01-06 07:50:00,3230.49,3230.94,3226.0,3226.01,2316.129,7476534.65714,834.865,1481.264,0.5636,-4.479999999999563,-0.1387,-646.3989999999999,2316.129,0.5636,1.0,1.0,-0.2791
2026-01-06 07:55:00,3226.0,3227.0,3223.26,3223.48,4225.88,13629225.790240001,961.484,3263.814,0.2946,-2.519999999999982,-0.0781,-2302.33,4225.298,0.2946,1.0001,0.9999,-0.5449
2026-01-06 08:00:00,3223.49,3228.64,3223.48,3228.64,3786.73,12216755.08342,1905.227,1881.503,1.0126,5.150000000000091,0.1598,23.72400000000016,3786.73,1.0126,1.0,1.0,0.0063
2026-01-06 08:05:00,3228.65,3229.5,3220.09,3220.33,6819.711,21978526.05872,2310.674,4509.037,0.5125,-8.320000000000164,-0.2577,-2198.3630000000003,6819.711,0.5125,1.0,1.0,-0.3224
2026-01-06 08:10:00,3220.33,3220.39,3215.1,3215.56,11201.098,36045664.28552,3873.04,7328.058,0.5285,-4.769999999999982,-0.1481,-3455.018,11201.098,0.5285,1.0,1.0,-0.3085
2026-01-06 08:15:00,3215.56,3218.61,3213.35,3217.72,11728.245,37709826.87828,6946.432,4781.813,1.4527,2.1599999999998545,0.0672,2164.6189999999997,11728.244999999999,1.4527,1.0,1.0,0.1846
2026-01-06 08:20:00,3217.72,3220.72,3215.1,3215.11,6427.697999999999,20688040.68637,4181.926,2245.772,1.8621,-2.6099999999996726,-0.0811,1936.1540000000005,6427.698,1.8621,1.0,1.0,0.3012
2026-01-06 08:25:00,3215.1,3220.0,3214.0,3219.7,4334.859,13943312.166960001,2388.69,1946.169,1.2274,4.599999999999909,0.1431,442.52099999999996,4334.859,1.2274,1.0,1.0,0.1021
2026-01-06 08:30:00,3219.7,3219.7,3205.72,3206.88,13333.437,42803074.18636,4208.405,9125.032,0.4612,-12.819999999999709,-0.3982,-4916.6269999999995,13333.436999999998,0.4612,1.0,1.0,-0.3687
2026-01-06 08:35:00,3206.88,3208.6,3202.34,3202.96,11390.5,36506148.71502,6099.081,5291.419,1.1526,-3.9200000000000728,-0.1222,807.6620000000003,11390.5,1.1526,1.0,1.0,0.0709
2026-01-06 08:40:00,3202.96,3207.71,3201.79,3205.3,10318.219,33064225.365000002,5274.567,5043.652,1.0458,2.3400000000001455,0.0731,230.91499999999996,10318.219000000001,1.0458,1.0,1.0,0.0224
2026-01-06 08:45:00,3205.3,3208.1,3203.11,3207.91,6058.741,19423137.6599,3175.46,2883.281,1.1013,2.6099999999996726,0.0814,292.1790000000001,6058.741,1.1013,1.0,1.0,0.0482
2026-01-06 08:50:00,3207.9,3213.73,3207.8,3212.55,9543.81,30646307.23638,6536.251,3007.559,2.1733,4.650000000000091,0.145,3528.692,9543.810000000001,2.1733,1.0,1.0,0.3697
2026-01-06 08:55:00,3212.55,3215.52,3212.54,3214.93,6122.032999999999,19680504.44537,3200.307,2921.726,1.0953,2.3799999999996544,0.0741,278.5809999999997,6122.032999999999,1.0953,1.0,1.0,0.0455
2026-01-06 09:00:00,3214.94,3226.13,3214.45,3220.36,18660.749,60096935.94709,12532.281,6128.468,2.0449,5.420000000000073,0.1686,6403.813000000001,18660.749,2.0449,1.0,1.0,0.3432
2026-01-06 09:05:00,3220.36,3221.0,3215.54,3220.25,6344.028,20417859.33428,3069.523,3274.505,0.9374,-0.11000000000012733,-0.0034,-204.98199999999997,6344.028,0.9374,1.0,1.0,-0.0323
2026-01-06 09:10:00,3220.26,3224.84,3219.59,3222.48,5486.1669999999995,17678902.58204,3032.304,2453.863,1.2357,2.2199999999998,0.0689,578.4410000000003,5486.1669999999995,1.2357,1.0,1.0,0.1054
2026-01-06 09:15:00,3222.47,3228.0,3221.11,3228.0,6187.77,19957391.65242,4339.902,1847.868,2.3486,5.5300000000002,0.1716,2492.034,6187.77,2.3486,1.0,1.0,0.4027
2026-01-06 09:20:00,3228.0,3239.39,3227.44,3231.01,21141.999,68358018.50789,12780.307,8361.692,1.5284,3.0100000000002183,0.0932,4418.615000000002,21141.999,1.5284,1.0,1.0,0.209
2026-01-06 09:25:00,3231.02,3246.59,3230.96,3241.78,17477.579,56620271.423030004,11876.213,5601.366,2.1202,10.760000000000218,0.333,6274.847,17477.578999999998,2.1202,1.0,1.0,0.359
2026-01-06 09:30:00,3241.78,3243.0,3232.75,3233.39,12024.475999999999,38937758.51155,3145.15,8879.326,0.3542,-8.390000000000327,-0.2588,-5734.1759999999995,12024.475999999999,0.3542,1.0,1.0,-0.4769
2026-01-06 09:35:00,3233.39,3235.3,3228.21,3231.64,8549.048,27625033.81375,4467.212,4081.836,1.0944,-1.75,-0.0541,385.37600000000066,8549.048,1.0944,1.0,1.0,0.0451
2026-01-06 09:40:00,3231.63,3231.64,3225.8,3226.28,5311.106,17147960.49937,1968.641,3342.465,0.589,-5.349999999999909,-0.1656,-1373.824,5311.106,0.589,1.0,1.0,-0.2587
2026-01-06 09:45:00,3226.27,3229.96,3223.1,3223.11,7691.103,24814112.94561,3707.394,3983.709,0.9306,-3.1599999999998545,-0.0979,-276.31500000000005,7691.102999999999,0.9306,1.0,1.0,-0.0359
2026-01-06 09:50:00,3223.11,3223.49,3215.55,3216.51,10425.698,33553842.94978,4099.566,6326.132,0.648,-6.599999999999909,-0.2048,-2226.566,10425.698,0.648,1.0,1.0,-0.2136
2026-01-06 09:55:00,3216.51,3217.76,3215.13,3217.03,4520.475,14539378.89982,2596.712,1923.763,1.3498,0.5199999999999818,0.0162,672.9490000000001,4520.475,1.3498,1.0,1.0,0.1489
2026-01-06 10:00:00,3217.03,3223.57,3216.16,3218.22,7462.557000000001,24030862.86348,4577.615,2884.942,1.5867,1.1899999999995998,0.037,1692.6729999999998,7462.557,1.5867,1.0,1.0,0.2268
2026-01-06 10:05:00,3218.21,3220.85,3212.9,3213.52,8077.831,25982038.05369,2480.012,5597.819,0.443,-4.690000000000055,-0.1457,-3117.8070000000002,8077.831,0.443,1.0,1.0,-0.386
2026-01-06 10:10:00,3213.52,3217.69,3212.01,3216.14,4183.3099999999995,13450186.042149998,2642.664,1540.646,1.7153,2.619999999999891,0.0815,1102.0180000000003,4183.31,1.7153,1.0,1.0,0.2634
2026-01-06 10:15:00,3216.13,3218.4,3213.74,3214.15,4533.507,14578603.42063,2319.751,2213.756,1.0479,-1.9800000000000182,-0.0616,105.99500000000035,4533.507,1.0479,1.0,1.0,0.0234
2026-01-06 10:20:00,3214.15,3219.89,3214.14,3217.66,3017.502,9709448.10502,1953.44,1064.062,1.8358,3.5099999999997635,0.1092,889.3780000000002,3017.502,1.8358,1.0,1.0,0.2947
2026-01-06 10:25:00,3217.66,3220.59,3217.49,3217.56,4053.7349999999997,13048287.25688,2140.971,1912.764,1.1193,-0.09999999999990905,-0.0031,228.2070000000001,4053.7349999999997,1.1193,1.0,1.0,0.0563
2026-01-06 10:30:00,3217.55,3219.99,3210.54,3211.09,8525.175,27400201.78695,5037.451,3487.724,1.4443,-6.460000000000036,-0.2008,1549.7269999999999,8525.175,1.4443,1.0,1.0,0.1818
2026-01-06 10:35:00,3211.09,3213.16,3207.8,3210.0,7121.215999999999,22861927.80753,3003.017,4118.199,0.7292,-1.0900000000001455,-0.0339,-1115.1819999999998,7121.215999999999,0.7292,1.0,1.0,-0.1566
2026-01-06 10:40:00,3210.0,3214.0,3210.0,3213.99,2791.775,8969457.15456,1635.248,1156.527,1.4139,3.9899999999997817,0.1243,478.721,2791.775,1.4139,1.0,1.0,0.1715
